issn_buscado,openalex_id,works_count,cited_by_count,h_index,2yr_mean_citedness,is_in_openalex,error,is_oa,is_in_doaj,apc_usd,apc_prices,host_organization_name,host_organization,societies,i10_index,is_core,counts_by_year,created_date,updated_date,display_name,homepage_url,country_code,type,abbreviated_title,alternate_titles,context_name,dominio,total_historico,record_count_2023,indice_visibilidad,tasa_indexacion_openalex
0716-2677;0719-6466,S2737190872,243,213,6,0.16981132075471697,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],3,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Arquitecturas del Sur,http://www.arquitecturasdelsur.cl,,journal,,['AS'],ARQUITECTURAS DEL SUR,revistas.ubiobio.cl,560,15,0.38035714285714284,0.43392857142857144
0719-6318,S4210184688,189,208,6,0.0,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],3,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista de la Academia,http://revistas.academia.cl/index.php/academia,,journal,,[],Revista de la Academia,revistas.academia.cl,160,15,1.3,1.18125
0718-0195;0718-5200,S134368790,719,2477,19,0.9466666666666667,True,,True,False,,[],,,[],50,False,"[{'year': 2012, 'works_count': 41, 'cited_by_count': 236}, {'year': 2011, 'works_count': 32, 'cited_by_count': 146}, {'year': 2010, 'works_count': 45, 'cited_by_count': 299}, {'year': 2009, 'works_count': 34, 'cited_by_count': 163}, {'year': 2008, 'works_count': 32, 'cited_by_count': 140}, {'year': 2007, 'works_count': 27, 'cited_by_count': 84}, {'year': 2006, 'works_count': 32, 'cited_by_count': 54}, {'year': 2005, 'works_count': 19, 'cited_by_count': 89}, {'year': 2004, 'works_count': 10, 'cited_by_count': 16}, {'year': 2003, 'works_count': 29, 'cited_by_count': 54}]",2016-06-24T00:00:00,2025-10-27T03:11:17.418693,Estudios constitucionales,http://www.cecoch.cl/htm/Imagenes.htm,,journal,,['Revista Semestral del Centro de Estudios Constitucionales de Chile'],Estudios Constitucionales,www.estudiosconstitucionales.cl,501,15,4.944111776447106,1.435129740518962
0016-5301;0717-6643,S1013561213,695,5015,24,0.6333333333333333,True,,True,True,1000.0,"[{'price': 1000, 'currency': 'USD'}]",,,[],137,False,"[{'year': 2000, 'works_count': 25, 'cited_by_count': 161}, {'year': 1999, 'works_count': 2, 'cited_by_count': 8}, {'year': 1994, 'works_count': 3, 'cited_by_count': 9}, {'year': 1993, 'works_count': 6, 'cited_by_count': 27}, {'year': 1990, 'works_count': 5, 'cited_by_count': 9}, {'year': 1989, 'works_count': 9, 'cited_by_count': 49}, {'year': 1987, 'works_count': 10, 'cited_by_count': 25}, {'year': 1986, 'works_count': 5, 'cited_by_count': 38}, {'year': 1985, 'works_count': 6, 'cited_by_count': 345}, {'year': 1982, 'works_count': 4, 'cited_by_count': 23}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Gayana. Botánica,https://gayanabotanica.cl/,,journal,,[],Gayana Botanica,gayanabotanica.cl,183,15,27.404371584699454,3.797814207650273
0718-655X;0719-3696,S4306522637,196,221,6,0.09523809523809523,True,,True,False,,[],,,[],4,False,"[{'year': 2021, 'works_count': 17, 'cited_by_count': 11}, {'year': 2020, 'works_count': 22, 'cited_by_count': 23}, {'year': 2019, 'works_count': 22, 'cited_by_count': 11}, {'year': 2018, 'works_count': 19, 'cited_by_count': 141}, {'year': 2014, 'works_count': 4, 'cited_by_count': 7}, {'year': 2013, 'works_count': 13, 'cited_by_count': 6}, {'year': 2012, 'works_count': 10, 'cited_by_count': 4}, {'year': 2011, 'works_count': 12, 'cited_by_count': 4}, {'year': 2010, 'works_count': 1, 'cited_by_count': 0}, {'year': 2009, 'works_count': 15, 'cited_by_count': 5}]",2016-06-24T00:00:00,2025-10-27T03:07:04.448195,Pléyade,http://www.revistapleyade.cl,,journal,,[],Pléyade,revistapleyade.cl,363,15,0.6088154269972452,0.5399449035812672
0718-204X;0718-7262,S4210209653,501,611,9,0.36923076923076925,True,,True,False,,[],,,[],8,False,"[{'year': 2016, 'works_count': 33, 'cited_by_count': 70}, {'year': 2015, 'works_count': 29, 'cited_by_count': 35}, {'year': 2014, 'works_count': 27, 'cited_by_count': 55}, {'year': 2013, 'works_count': 22, 'cited_by_count': 24}, {'year': 2012, 'works_count': 20, 'cited_by_count': 41}, {'year': 2011, 'works_count': 21, 'cited_by_count': 13}, {'year': 2010, 'works_count': 13, 'cited_by_count': 7}, {'year': 2009, 'works_count': 23, 'cited_by_count': 97}, {'year': 2008, 'works_count': 30, 'cited_by_count': 2}, {'year': 2006, 'works_count': 40, 'cited_by_count': 36}]",2021-11-08T00:00:00,2025-10-27T03:11:17.418693,AUS,,,journal,,"['Arquitectura, urbanismo, sostenibilidad']",AUS [Arquitectura / Urbanismo / Sustentabilidad],revistas.uach.cl,429,15,1.4242424242424243,1.167832167832168
2735-6140,S4390297216,81,5,1,0.024390243902439025,True,Unexpected error: 'NoneType' object is not iterable,True,True,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Littera Scripta Revista de filosofía,,,journal,,[],Littera Scripta,litterascripta.unab.cl,58,15,0.08620689655172414,1.396551724137931
0718-0101;0719-4633,S4210218633,241,290,6,0.23333333333333334,True,,True,True,,[],,,[],4,False,"[{'year': 1998, 'works_count': 6, 'cited_by_count': 1}, {'year': 1997, 'works_count': 6, 'cited_by_count': 0}, {'year': 1996, 'works_count': 8, 'cited_by_count': 4}, {'year': 1995, 'works_count': 7, 'cited_by_count': 3}, {'year': 1994, 'works_count': 5, 'cited_by_count': 6}, {'year': 1993, 'works_count': 6, 'cited_by_count': 3}, {'year': 1992, 'works_count': 5, 'cited_by_count': 2}, {'year': 1991, 'works_count': 3, 'cited_by_count': 0}, {'year': 1990, 'works_count': 1, 'cited_by_count': 0}, {'year': 1989, 'works_count': 5, 'cited_by_count': 1}]",2016-06-24T00:00:00,2025-10-27T03:07:04.448195,Revista de Derecho Ambiental,https://revistaderechoambiental.uchile.cl/,,journal,,[],Revista de Derecho Ambiental,revistas.uchile.cl,207,14,1.4009661835748792,1.1642512077294687
0719-4773,S5406937267,282,67,3,0.13953488372093023,True,Unexpected error: 'NoneType' object is not iterable,True,True,,,,,[],1,False,[],2016-06-24T00:00:00,2025-10-31T23:43:48.951774,Mutatis Mutandis Revista Internacional de Filosofía,,,journal,,[],Mutatis Mutandis: Revista Internacional de Filosofía,revistamutatismutandis.com,263,14,0.25475285171102663,1.0722433460076046
2452-4875,S4387281626,101,67,3,0.425531914893617,True,Unexpected error: 'NoneType' object is not iterable,True,True,,,,,[],0,False,[],2019-11-08T00:00:00,2025-10-29T23:22:22.306208,Revista Electrónica de Investigación en Docencia Universitaria,,,journal,,[],Revista Electrónica de Investigación en Docencia Universitaria,reidu.cl,68,14,0.9852941176470589,1.4852941176470589
0719-5605,S4210219938,143,314,7,0.68,True,,True,True,,[],,,[],6,False,"[{'year': 2025, 'works_count': 2, 'cited_by_count': 0}, {'year': 2024, 'works_count': 8, 'cited_by_count': 2}, {'year': 2023, 'works_count': 15, 'cited_by_count': 15}, {'year': 2022, 'works_count': 14, 'cited_by_count': 25}, {'year': 2021, 'works_count': 12, 'cited_by_count': 10}, {'year': 2020, 'works_count': 31, 'cited_by_count': 81}, {'year': 2019, 'works_count': 22, 'cited_by_count': 49}, {'year': 2018, 'works_count': 24, 'cited_by_count': 102}, {'year': 2017, 'works_count': 15, 'cited_by_count': 30}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Sophia Austral,http://institutodelapatagonia.cl/index.php/sophia,,journal,,[],Revista Sophia Austral,www.sophiaaustral.cl,196,14,1.6020408163265305,0.7295918367346939
0718-4379;2735-7058,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Revista Central de Sociología,www.centraldesociologia.cl,137,14,0.0,0.0
0719-4404,S4394708470,76,2,1,0.02631578947368421,True,Unexpected error: 'NoneType' object is not iterable,True,True,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista Notas Históricas y Geográficas,,,journal,,[],Revista Notas Históricas y Geográficas,revistanotashistoricasygeograficas.cl,420,14,0.004761904761904762,0.18095238095238095
0718-2910;0719-0948,S4210176543,417,1082,13,0.3877551020408163,True,,True,True,,[],,,[],25,False,"[{'year': 2012, 'works_count': 24, 'cited_by_count': 190}, {'year': 2011, 'works_count': 19, 'cited_by_count': 22}, {'year': 2010, 'works_count': 21, 'cited_by_count': 25}, {'year': 2009, 'works_count': 10, 'cited_by_count': 31}, {'year': 2007, 'works_count': 11, 'cited_by_count': 5}, {'year': 2006, 'works_count': 23, 'cited_by_count': 18}, {'year': 2005, 'works_count': 21, 'cited_by_count': 38}, {'year': 2004, 'works_count': 12, 'cited_by_count': 9}, {'year': 2003, 'works_count': 33, 'cited_by_count': 21}, {'year': 2002, 'works_count': 13, 'cited_by_count': 2}]",2025-10-10T00:00:00,2025-10-31T23:40:09.989599,Si Somos Americanos,http://www.sisomosamericanos.cl/,,journal,,['Revista de estudios transfronterizos'],Si Somos Americanos,sisomosamericanos.cl,384,14,2.8177083333333335,1.0859375
0716-0518;0719-1723,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Revista Educación Física Chile,revistas.umce.cl,87,14,0.0,0.0
0718-7033;2735-7503,S4387280960,320,37,3,0.015151515151515152,True,Unexpected error: 'NoneType' object is not iterable,True,True,,,,,[],0,False,[],2019-06-27T00:00:00,2025-10-27T03:11:17.418693,Materia Arquitectura,,,journal,,[],Materia Arquitectura,materiaarquitectura.com,489,14,0.07566462167689161,0.65439672801636
2452-5308,S4404675695,96,16,2,0.04081632653061224,True,Unexpected error: 'NoneType' object is not iterable,False,False,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista protesta y carisma:,http://www.revistaprotestaycarisma.cl,,journal,,['Revista protesta y carisma'],Revista Protesta y Carisma,revistaprotestaycarisma.cl,61,14,0.26229508196721313,1.5737704918032787
0719-3351,S4210220510,123,83,3,0.23809523809523808,True,,True,False,,[],,,[],0,False,"[{'year': 2025, 'works_count': 11, 'cited_by_count': 0}, {'year': 2024, 'works_count': 15, 'cited_by_count': 1}, {'year': 2023, 'works_count': 16, 'cited_by_count': 9}, {'year': 2022, 'works_count': 14, 'cited_by_count': 15}, {'year': 2021, 'works_count': 21, 'cited_by_count': 32}, {'year': 2020, 'works_count': 16, 'cited_by_count': 18}, {'year': 2015, 'works_count': 8, 'cited_by_count': 3}, {'year': 2014, 'works_count': 12, 'cited_by_count': 3}, {'year': 2013, 'works_count': 5, 'cited_by_count': 0}, {'year': 2012, 'works_count': 5, 'cited_by_count': 2}]",2021-01-18T00:00:00,2025-10-27T03:11:17.418693,Revista Convergencia Educativa,,,journal,,['Revista electrónica de educación'],Convergencia Educativa,revistaucmaule.ucm.cl,104,14,0.7980769230769231,1.1826923076923077
2452-5758,S4210235774,88,24,2,0.10526315789473684,True,,False,False,,[],,,[],0,False,"[{'year': 2025, 'works_count': 8, 'cited_by_count': 0}, {'year': 2024, 'works_count': 15, 'cited_by_count': 2}, {'year': 2023, 'works_count': 15, 'cited_by_count': 2}, {'year': 2022, 'works_count': 20, 'cited_by_count': 18}, {'year': 2021, 'works_count': 25, 'cited_by_count': 1}, {'year': 2020, 'works_count': 5, 'cited_by_count': 1}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista ProPulsión,,,journal,,[],Revista ProPulsión Interdisciplina en Ciencias Sociales y Humanidades,ojs.revpropulsion.cl,70,14,0.34285714285714286,1.2571428571428571
2452-5820,S4210168623,101,56,3,0.42857142857142855,True,,True,False,,[],,,[],0,False,"[{'year': 2025, 'works_count': 25, 'cited_by_count': 0}, {'year': 2024, 'works_count': 19, 'cited_by_count': 10}, {'year': 2023, 'works_count': 12, 'cited_by_count': 14}, {'year': 2022, 'works_count': 28, 'cited_by_count': 5}, {'year': 2021, 'works_count': 11, 'cited_by_count': 13}, {'year': 2020, 'works_count': 6, 'cited_by_count': 14}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Revista Matronería Actual,,,journal,,['MA.'],Revista Matronería Actual,revistas.uv.cl,76,14,0.7368421052631579,1.3289473684210527
0719-4137;0719-4145,S4210194859,265,293,6,0.0967741935483871,True,,True,False,,[],,,[],3,False,"[{'year': 2020, 'works_count': 20, 'cited_by_count': 98}, {'year': 2019, 'works_count': 18, 'cited_by_count': 13}, {'year': 2018, 'works_count': 58, 'cited_by_count': 64}, {'year': 2017, 'works_count': 20, 'cited_by_count': 20}, {'year': 2016, 'works_count': 20, 'cited_by_count': 30}, {'year': 2015, 'works_count': 24, 'cited_by_count': 38}, {'year': 2014, 'works_count': 9, 'cited_by_count': 5}, {'year': 2013, 'works_count': 9, 'cited_by_count': 6}, {'year': 2008, 'works_count': 12, 'cited_by_count': 2}, {'year': 2007, 'works_count': 12, 'cited_by_count': 7}]",2016-06-24T00:00:00,2025-10-27T03:07:04.448195,Revista de Historia y Geografía,http://ediciones.ucsh.cl/ojs/index.php?journal=RHyG,,journal,,[],Revista de Historia y Geografía,ediciones.ucsh.cl,207,14,1.4154589371980677,1.2801932367149758
2735-7961;2735-797X,S4387286107,46,9,2,0.28125,True,Unexpected error: 'NoneType' object is not iterable,True,False,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Inmanere,,,journal,,[],Inmanere,revistas.ucsc.cl,26,14,0.34615384615384615,1.7692307692307692
0717-2257;0718-3631,S4404662943,394,310,7,0.15625,True,Unexpected error: 'NoneType' object is not iterable,False,False,,,,,[],4,False,[],2016-06-24T00:00:00,2025-10-27T03:07:04.448195,Revista de ciencias sociales.,http://www.revistacienciasociales.cl,,journal,,['Revista de ciencias sociales (Iquique. En línea)'],Revista de Ciencias Sociales,revistacienciasociales.cl,157,14,1.9745222929936306,2.5095541401273884
0719-7519,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Dorsal. Revista de Estudios Foucaultianos,coloquio2019.cenaltes.cl,190,14,0.0,0.0
2707-692X;2707-6938,S4387292166,76,37,3,0.29411764705882354,True,Unexpected error: 'NoneType' object is not iterable,True,False,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista de Pensamiento Crítico Aymara,,,journal,,[],Revista de Pensamiento Crítico Aymara,www.pensamientocriticoaymara.com,75,14,0.49333333333333335,1.0133333333333334
0719-9368,S4210190828,100,130,6,0.2962962962962963,True,,True,True,,[],,,[],3,False,"[{'year': 2025, 'works_count': 4, 'cited_by_count': 0}, {'year': 2024, 'works_count': 10, 'cited_by_count': 2}, {'year': 2023, 'works_count': 13, 'cited_by_count': 6}, {'year': 2022, 'works_count': 11, 'cited_by_count': 16}, {'year': 2021, 'works_count': 15, 'cited_by_count': 41}, {'year': 2020, 'works_count': 28, 'cited_by_count': 41}, {'year': 2019, 'works_count': 12, 'cited_by_count': 19}, {'year': 2018, 'works_count': 7, 'cited_by_count': 5}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Latin American Journal of Trade Policy,https://lajtp.uchile.cl/,,journal,,['LAJTP'],Latin American Journal of Trade Policy,lajtp.uchile.cl,89,13,1.4606741573033708,1.1235955056179776
0716-9671;0719-0867,S4387289364,40,5,1,0.07142857142857142,True,Unexpected error: 'NoneType' object is not iterable,True,False,,,,,[],0,False,[],2016-06-24T00:00:00,2025-10-27T03:07:04.448195,Tiempo y Espacio,,,journal,,[],Tiempo y Espacio,revistas.ubiobio.cl,371,13,0.013477088948787063,0.1078167115902965
0718-4654;0718-4662,S4210228747,183,236,6,0.3125,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],3,False,[],2016-06-24T00:00:00,2025-11-02T23:13:26.583910,CAPIC REVIEW,https://capicreview.com/index.php/capicreview,,journal,,['Conferencia académica permanente de investigación contable'],CAPIC REVIEW,capicreview.com,99,13,2.3838383838383836,1.8484848484848484
0719-0093;0719-7551,S4210182119,487,155,4,0.16,True,,True,False,,[],,,[],0,False,"[{'year': 2024, 'works_count': 12, 'cited_by_count': 3}, {'year': 2023, 'works_count': 13, 'cited_by_count': 1}, {'year': 2022, 'works_count': 15, 'cited_by_count': 10}, {'year': 2021, 'works_count': 15, 'cited_by_count': 3}, {'year': 2020, 'works_count': 18, 'cited_by_count': 3}, {'year': 2019, 'works_count': 10, 'cited_by_count': 2}, {'year': 2018, 'works_count': 17, 'cited_by_count': 8}, {'year': 2017, 'works_count': 20, 'cited_by_count': 6}, {'year': 2016, 'works_count': 355, 'cited_by_count': 118}, {'year': 2015, 'works_count': 12, 'cited_by_count': 1}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista Chilena de Derecho del Trabajo y de la Seguridad Social,http://www.revistatrabajo.uchile.cl,,journal,,[],Revista Chilena de Derecho del Trabajo y de la Seguridad Social,revistatrabajo.uchile.cl,350,13,0.44285714285714284,1.3914285714285715
0718-4530;0718-4646,S4210168735,683,544,8,0.12,True,Unexpected error: 'str' object has no attribute 'get',True,False,,[],,,[],6,False,[],2016-06-24T00:00:00,2025-10-27T03:11:17.418693,Ciencia & Investigación Forestal,,,journal,,[],Ciencia & Investigación Forestal,revista.infor.cl,590,13,0.9220338983050848,1.1576271186440679
0717-2656;0719-9872,S4210197790,123,166,6,0.47368421052631576,True,,True,True,,[],,,[],0,False,"[{'year': 2025, 'works_count': 8, 'cited_by_count': 4}, {'year': 2024, 'works_count': 16, 'cited_by_count': 0}, {'year': 2023, 'works_count': 14, 'cited_by_count': 14}, {'year': 2022, 'works_count': 14, 'cited_by_count': 17}, {'year': 2021, 'works_count': 14, 'cited_by_count': 36}, {'year': 2020, 'works_count': 14, 'cited_by_count': 26}, {'year': 2019, 'works_count': 14, 'cited_by_count': 23}, {'year': 2018, 'works_count': 27, 'cited_by_count': 46}, {'year': 2017, 'works_count': 2, 'cited_by_count': 0}]",2021-02-01T00:00:00,2025-10-27T03:11:17.418693,Revista UCMaule,http://revistaucmaule.ucm.cl/index,,journal,,['Revista académica de la Universidad Católica del Maule'],UCMaule,revistaucmaule.ucm.cl,121,13,1.371900826446281,1.0165289256198347
2452-493X,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Cuadernos de Beauchef,revistasdex.uchile.cl,128,13,0.0,0.0
0716-5072,S4306500324,231,528,9,0.0,True,Unexpected error: 'str' object has no attribute 'get',True,False,,[],,,[],9,False,[],2016-06-24T00:00:00,2025-10-10T17:16:08.811792,Acta entomológica chilena,http://www.umce.cl/index.php/ientomologia-publicaciones,,journal,,[],Acta Entomológica Chilena,revistas.umce.cl,249,13,2.1204819277108435,0.927710843373494
2735-7236,S4387283165,47,8,2,0.12903225806451613,True,Unexpected error: 'NoneType' object is not iterable,True,False,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,En las Fronteras del Derecho,,,journal,,[],En las Fronteras del Derecho,fdd.ufro.cl,36,13,0.2222222222222222,1.3055555555555556
0717-4675;0718-9273,S4210220945,330,614,10,0.25,True,,True,False,,[],,,[],12,False,"[{'year': 2019, 'works_count': 24, 'cited_by_count': 42}, {'year': 2018, 'works_count': 24, 'cited_by_count': 56}, {'year': 2017, 'works_count': 27, 'cited_by_count': 107}, {'year': 2016, 'works_count': 20, 'cited_by_count': 28}, {'year': 2015, 'works_count': 20, 'cited_by_count': 31}, {'year': 2014, 'works_count': 20, 'cited_by_count': 27}, {'year': 2013, 'works_count': 20, 'cited_by_count': 35}, {'year': 2012, 'works_count': 18, 'cited_by_count': 19}, {'year': 2011, 'works_count': 18, 'cited_by_count': 20}, {'year': 2010, 'works_count': 18, 'cited_by_count': 99}]",2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Veritas,https://www.scielo.cl/veritas.htm,,journal,,['Revista de filosofía y teología'],Veritas,revistatrabajosocial.uc.cl,474,13,1.2953586497890295,0.6962025316455697
0718-2023;0718-4018,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Revista F@ro,revistas.upla.cl,396,13,0.0,0.0
2157-0159,S4210216268,1,0,0,0.0,True,Unexpected error: 'str' object has no attribute 'get',False,False,,[],,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Textos híbridos Revista de estudios sobre crónica y periodismo narrativo,http://escholarship.org/uc/ucsbspanport_textoshibridos,,journal,,[],Textos Híbridos,textoshibridos.uai.cl,148,13,0.0,0.006756756756756757
0718-686X,S4210209654,387,1297,14,0.5,True,,True,False,,[],,,[],35,False,"[{'year': 2017, 'works_count': 28, 'cited_by_count': 109}, {'year': 2016, 'works_count': 28, 'cited_by_count': 74}, {'year': 2015, 'works_count': 26, 'cited_by_count': 123}, {'year': 2014, 'works_count': 19, 'cited_by_count': 62}, {'year': 2013, 'works_count': 32, 'cited_by_count': 144}, {'year': 2012, 'works_count': 40, 'cited_by_count': 95}, {'year': 2011, 'works_count': 27, 'cited_by_count': 119}, {'year': 2010, 'works_count': 25, 'cited_by_count': 159}, {'year': 2009, 'works_count': 21, 'cited_by_count': 142}, {'year': 2008, 'works_count': 14, 'cited_by_count': 91}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Anales del Instituto de la Patagonia,,,journal,,[],Anales del Instituto de la Patagonia -- ISSN 0718-686X,www.analesdelinstitutodelapatagonia.cl,458,12,2.831877729257642,0.8449781659388647
0716-0267;0719-5249,S2737331829,1334,1010,10,0.043478260869565216,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],11,False,[],2016-11-30T00:00:00,2025-10-27T03:07:04.448195,Revista de Derecho Público,http://www.revistaderechopublico.uchile.cl/index.php/RDPU/index,,journal,,[],Revista de Derecho Público,revistaderechopublico.uchile.cl,1360,12,0.7426470588235294,0.9808823529411764
1888-8992;1989-2209,S2739019337,319,3736,32,1.6829268292682926,True,,True,False,,[],,,[],123,True,"[{'year': 2017, 'works_count': 10, 'cited_by_count': 352}, {'year': 2016, 'works_count': 5, 'cited_by_count': 71}, {'year': 2015, 'works_count': 38, 'cited_by_count': 1085}, {'year': 2014, 'works_count': 3, 'cited_by_count': 12}, {'year': 2013, 'works_count': 2, 'cited_by_count': 13}, {'year': 2012, 'works_count': 15, 'cited_by_count': 172}, {'year': 2011, 'works_count': 15, 'cited_by_count': 168}, {'year': 2010, 'works_count': 28, 'cited_by_count': 467}, {'year': 2009, 'works_count': 24, 'cited_by_count': 323}, {'year': 2008, 'works_count': 21, 'cited_by_count': 248}]",2021-06-22T00:00:00,2025-10-27T03:11:17.418693,European Journal of Education and Psychology,https://formacionasunivep.com/ejep/index.php/journal,,journal,,"['Ejep (Internet)', 'Ejep (Ed. impresa)']",European Journal of Education and Psychology,revistas.uautonoma.cl,227,12,16.45814977973568,1.4052863436123348
0719-885X,S5406937309,150,4,1,0.0,True,Unexpected error: 'NoneType' object is not iterable,True,False,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Átemus,,,journal,,[],Átemus,revistaatemus.uchile.cl,142,12,0.028169014084507043,1.056338028169014
0719-6415;0719-6423,S4404660914,144,78,4,0.0,True,Unexpected error: 'NoneType' object is not iterable,True,False,,,,,[],1,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Cuadernos de teoría social.,,,journal,,['Cuadernos de teoría social (Impresa)'],Cuadernos de Teoría Social,cuadernosdeteoriasocial.udp.cl,126,12,0.6190476190476191,1.1428571428571428
0304-2758;0718-5286,S4210197148,195,1587,22,0.21621621621621623,True,Unexpected error: 'str' object has no attribute 'get',True,True,,[],,,[],49,False,[],2025-10-10T00:00:00,2025-10-27T03:07:04.448195,Estudios de economía,https://estudiosdeeconomia.uchile.cl/,,journal,,[],Estudios de Economía,estudiosdeeconomia.uchile.cl,616,12,2.5762987012987013,0.31655844155844154
0719-7764,S4210218454,82,14,2,0.16,True,,True,False,,[],,,[],0,False,"[{'year': 2025, 'works_count': 5, 'cited_by_count': 0}, {'year': 2024, 'works_count': 8, 'cited_by_count': 0}, {'year': 2023, 'works_count': 12, 'cited_by_count': 4}, {'year': 2022, 'works_count': 9, 'cited_by_count': 2}, {'year': 2021, 'works_count': 12, 'cited_by_count': 2}, {'year': 2020, 'works_count': 9, 'cited_by_count': 0}, {'year': 2019, 'works_count': 7, 'cited_by_count': 0}, {'year': 2018, 'works_count': 19, 'cited_by_count': 6}, {'year': 2017, 'works_count': 1, 'cited_by_count': 0}]",2018-12-22T00:00:00,2025-10-27T03:07:04.448195,Benessere Revista de Enfermería,http://benessere.uv.cl/,,journal,,['Revista de enfermería'],Benessere. Revista de Enfermería,revistas.uv.cl,72,12,0.19444444444444445,1.1388888888888888
0719-7322,S4393915628,153,25,2,0.0,True,Unexpected error: 'NoneType' object is not iterable,True,False,,,,,[],0,False,[],2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Archivos de la Sociedad Chilena de Medicina del Deporte,,,journal,,[],Archivos de la Sociedad Chilena de Medicina del Deporte,revistasochmedep.cl,69,12,0.36231884057971014,2.217391304347826
0718-302X,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Revista de Derecho y Ciencias Sociales,rduss.cl,59,12,0.0,0.0
0719-5176,S4306521173,498,260,7,0.13432835820895522,True,,True,False,,[],,,[],4,False,"[{'year': 2003, 'works_count': 14, 'cited_by_count': 0}, {'year': 2002, 'works_count': 14, 'cited_by_count': 0}, {'year': 2001, 'works_count': 17, 'cited_by_count': 1}, {'year': 1998, 'works_count': 11, 'cited_by_count': 0}, {'year': 1996, 'works_count': 14, 'cited_by_count': 0}, {'year': 1995, 'works_count': 18, 'cited_by_count': 4}, {'year': 1994, 'works_count': 1, 'cited_by_count': 0}, {'year': 1993, 'works_count': 25, 'cited_by_count': 4}, {'year': 1992, 'works_count': 11, 'cited_by_count': 0}, {'year': 1988, 'works_count': 14, 'cited_by_count': 1}]",2016-06-24T00:00:00,2025-10-27T03:11:17.418693,Nueva revista del Pacífico/Nueva revista del Pacífico,http://www.nuevarevistadelpacifico.cl,,journal,,[],Nueva Revista del Pacífico,revistas.upla.cl,208,12,1.25,2.394230769230769
0717-9901;0719-0875,S4387288708,230,1158,7,0.06896551724137931,True,Unexpected error: 'NoneType' object is not iterable,True,False,,,,,[],2,False,[],2016-06-24T00:00:00,2025-10-27T03:07:04.448195,Horizontes Empresariales,,,journal,,[],Horizontes Empresariales,revistas.ubiobio.cl,218,11,5.3119266055045875,1.055045871559633
0719-210X;0719-482X,S4210202887,246,67,3,0.058823529411764705,True,,True,True,,[],,,[],0,False,"[{'year': 2021, 'works_count': 13, 'cited_by_count': 1}, {'year': 2020, 'works_count': 19, 'cited_by_count': 7}, {'year': 2019, 'works_count': 18, 'cited_by_count': 3}, {'year': 2018, 'works_count': 12, 'cited_by_count': 5}, {'year': 2017, 'works_count': 19, 'cited_by_count': 1}, {'year': 2016, 'works_count': 23, 'cited_by_count': 17}, {'year': 2015, 'works_count': 31, 'cited_by_count': 10}, {'year': 2014, 'works_count': 23, 'cited_by_count': 6}, {'year': 2013, 'works_count': 29, 'cited_by_count': 4}, {'year': 2012, 'works_count': 36, 'cited_by_count': 11}]",2025-10-10T00:00:00,2025-10-27T03:11:17.418693,Revista Tribuna Internacional,http://www.tribunainternacional.uchile.cl,,journal,,[],Revista Tribuna Internacional,tribunainternacional.uchile.cl,205,11,0.32682926829268294,1.2
0717-7828;0719-1014,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Contextos: Estudios de Humanidades y Ciencias Sociales,revistas.umce.cl,804,11,0.0,0.0
2735-6299,,0,0,0,0.0,False,,False,False,,[],,,[],0,False,[],,,,,,,,[],Estudios de Transporte,estudiosdetransporte.org,143,11,0.0,0.0
